company_name,company_link,company_number,company_email,price
private harley street clinic,privateharleystreetclinic.com,+44 20 3916 5990,info@privateharleystreetclinic.com,169.0
pulteney pharmacy,www.pulteneypharmacy.com,+44 1225 466454,pulpharm@gmail.com,169.0
blue horizon medicals,www.bluehorizonbloodtests.co.uk,+44 800 999 1110,assistance@bluehorizonmedicals.co.uk,179.0
med24 limited,www.med24.clinic,+44 20 3987 4200,covid-19@med24.clinic,180.0
local pcr,,+44 121 392 7342,info@localpcr.com,195.0
leigh broadway pharmacy (elm road),bansalspharmacy.co.uk,+44 1702 474414,leighpharmacy.elm@gmail.com,198.0
physiowork therapy uk ltd,www.physiowork.co.uk,+44 1842 630014,contact@physiowork.co.uk,199.0
coyne medical ltd,coynemedical.com,+44 20 7731 3077,contact@coynemedical.com,209.0
olive health & travel clinic,booking.olivehealthandtravel.co.uk,+44 20 8550 2276,contact@olivehealthandtravel.co.uk,210.0
assured screening.com,,+44 7764 899076,enquiries@assuredscreening.com,59.0
medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,cs@medicinesonline.org.uk,69.0
1 health hub,www.1healthhub.co.uk,+44 1604 930385,info@thehealthhub.com,74.99
01harleystreet,01harleystreet.co.uk,+44 20 3886 1301,help@01harleystreet.co.uk,99.0
044 covid test,0044covidtest.com,+44 20 3950 3394,hello@0044covidtest.com,99.0
1  harley medic international,www.harleymedic.co.uk,+44 330 390 3666,info@harleymedic.co.uk,99.0
1  nomad,www.nomadtravel.co.uk,+44 1902 943711,day2and8testing@nomadtravel.co.uk,99.0
healthium clinics,healthiumclinics.com,+44 1491 756015,info@healthiumclinics.com,108.0
1st class testing,1stclasstesting.co.uk,+44 20 3442 0280,info@1stclasstesting.co.uk,109.0
everything genetic limited,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidsystembookings@everythinggeneticltd.co.uk,115.0
001 alpha express testing,www.001alphaexpresstesting.co.uk,+44 161 672 5190,enquiries@001alphaexpresstesting.co.uk,124.99
doctors covid travel clinics,www.covidtravelclinics.com,+44 333 090 9494,support@covidtravelclinics.com,125.0
covid test,001covidtest.co.uk,+44 330 133 4285,contact@001covidtest.co.uk,130.0
01 ct24 solutions ltd,ct24.co.uk,+44 20 4533 8934,info@ct24.co.uk,149.0
abicare health solutions,abicarehealth.co.uk,+44 161 518 2999,results@abicarehealth.co.uk,150.0
corona testing,www.corona-testing.com,+44 20 3642 2141,contact@corona-testing.com,165.0
1 stop covid shop,www.1stopcovidshop.com,+44 201927381,contact@1stopcovidshop.com,175.0
jace medical,jacemedical.co.uk,+44 7561 180683,testing@medchecks.ie,179.0
dochq.co.uk,,,covidtesthelp@dochq.co.uk,205.0
0+blindspot global,www.blindspotglobal.com,+44 333 242 0580,info@blindspotglobal.com,20.0
001 alpha express testing,www.001alphaexpresstesting.co.uk,+44 161 672 5190,enquiries@001alphaexpresstesting.co.uk,20.0
01 health hub,www.1healthhub.co.uk,+44 1604 930385,info@thehealthhub.com,20.0
confirm testing,www.confirmtesting.com,+44 20 3870 3623,info@confirmtesting.com,20.0
101 testing,,+44 20 3488 8434,admin@101testing.co.uk,25.0
all healthcare,allhealthcare.co.uk,+44 330 223 6783,info@allhealthcare.co.uk,36.0
1 covclinics,www.covclinics.co.uk,+44 161 529 5488,info@covclinics.co.uk,40.0
medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk,40.0
quick clinics,www.quickclinics.co.uk,+44 20 8092 6507,bookings@quickclinics.co.uk,82.0
assured screening.com,,,enquiries@assuredscreening.com,109.0
minton treharne & davies laboratories limited,shop.minton.group,,c19support@minton.group,114.95
hale clinic harley street,www.haleclinic.com,+44 20 7631 0156,info@haleclinic.com,125.0
hhh diagnostics,hhhdiagnostics.co.uk,+44 161 806 0420,info@hhhdiagnostics.co.uk,129.99
covguard premium,www.covguard.com,+44 20 4513 4000,info@covguard.com,134.0
ace-thetix,testingservices.online,+44 20 7193 6318,covid@testingservices.online,135.0
collinson,www.collinsongroup.com,+44 1444 444140,consumerhelp@collinsongroup.com,138.0
qured,qured.com,,support@qured.com,138.0
midland health,midlandhealth.co.uk,+44 333 772 1999,hello@midlandhealth.co.uk,145.0
20/30 labs,www.2030lab.com,+44 1604 265119,2and8@2030lab.com,157.0
"cheltenham, west midlands & worcester travel clinics",raylanetravelclinics.co.uk,,covidtest@raylane.co.uk,159.0
123 covid labs,www.123labs.co.uk,+44 113 521 7944,support@123labs.co.uk,169.0
15 minute covid test,www.15minutecovidtest.co.uk,+44 20 3369 0075,info@15minutecovidtest.co.uk,169.0
0 covid clear,www.0covidclear.com,,help@0covidclear.com,178.0
first medical consultants,www.firstmc.co.uk,,info@firstmc.co.uk,185.0
a1 track&travel,,+44 333 335 5910,info@a1trackandtravel.co.uk,195.0
01 ct24 solutions ltd,ct24.co.uk,+44 20 4533 8934,info@ct24.co.uk,40.0
biograd diagnostics,www.biograddiagnostics.co.uk,,clinical@biograd.co.uk,50.0
medical covid test,www.medicalcovidtest.com,+44 161 527 7960,support@medicalcovidtest.com,75.0
+44 covid test,0044covidtest.com,+44 20 3950 3394,hello@0044covidtest.com,99.0
00analysis1,00analysis1.co.uk,+44 161 806 0420,help@00analysis1.co.uk,100.0
minton treharne & davies laboratories limited,shop.minton.group,+44 20 3002 6070,info@c-19direct.com,114.95
0+blindspot global,www.blindspotglobal.com,+44 333 242 0580,info@blindspotglobal.com,120.0
expert doctors,www.expertdoctors.uk,+44 1274 270270,support@expertdoctors.uk,120.0
pyser testing,,+44 20 7193 3740,sales@pysertesting.com,125.0
fit2fly test ltd,www.fit2flytest.com,+44 1625 813572,hello@fit2flytest.com,149.0
avante health private gp,www.avantetestcentre.co.uk,+44 7971 810448,support@avantehealth.co.uk,150.0
afforable tfnow,londontest.co.uk,+44 141 628 5667,day28@londontest.co,169.0
covguard,www.covguard.com,+44 20 4513 4000,info@covguard.com,180.0
001 digital health group ltd t/a pharma diagnostics,pcrdirect.co.uk,+44 20 8432 3309,info@pcrdirect.co.uk,184.0
north devon travel clinic,www.northdevontravelclinic.co.uk,+44 1272 373346,covidtest@northdevontravelclinic.co.uk,190.0
corona test centre,www.coronatestcentre.com,+44 20 3983 7869,hello@coronatestcentre.com,199.0
medi-park clinic,,+44 20 8341 3185,booking@mediparkclinic.uk,200.0
+001 expert covid testing uk,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com,20.0
+247 travel tests,www.247traveltests.com,+44 333 210 2247,info@247traveltests.com,20.0
0 covid clear,www.0covidclear.com,,help@0covidclear.com,20.0
@001 alpha express testing,www.001alphaexpresstesting.co.uk,+44 161 672 5190,enquiries@001alphaexpresstesting.co.uk,20.0
vitalclinic,vitalclinic.co.uk,,info@vitalclinic.co.uk,20.0
all healthcare,allhealthcare.co.uk,,info@allhealthcare.co.uk,24.0
a1 covid testing,www.a1covidtesting.com,+44 1603 567257,info@a1covidtesting.com,27.0
abicare health solutions,abicarehealth.co.uk,+44 161 518 2999,results@abicarehealth.co.uk,30.0
doctors covid travel clinics,www.covidtravelclinics.com,+44 333 090 9494,support@covidtravelclinics.com,35.0
expert doctors,www.expertdoctors.uk,+44 1274 270270,support@expertdoctors.uk,35.0
247hometesting,247hometesting.com,+44 20 3976 8353,info@247hometesting.com,39.99
004medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk,40.0
everything genetic limited,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidtestbookings@everythinggeneticltd.co.uk,40.0
arrival testing,www.arrivaltesting.com,+44 20 3870 2362,bookings@arrivaltesting.com,64.0
churchill's pharmacy,befittofly.com,+44 20 8994 0229,covid@churchillspharmacy.co.uk,79.0
confirm testing,www.confirmtesting.com,+44 20 3870 3623,info@confirmtesting.com,79.0
doctor driver assessment ltd,www.doctordriverassessment.com,+44 800 001 6784,sales@doctordriverassessment.com,82.5
covidfly,www.covidfly.co.uk,+44 7876 148666,enquiries@covidfly.co.uk,89.0
your health first ltd,yourhealthfirstltd.com,,info@yourhealthfirstltd.com,95.0
dna workplace,www.dnaworkplace.com,,travel@dnaworkplace.com,96.5
nx healthcare,www.nxhealthcare.co.uk,+44 20 8168 7100,cservices@nxhealthcare.co.uk,99.0
protein technologies t/a rapiditydx,rapiditydx.com,,covidtesting@protein-technologies.com,99.0
analysis1,analysis1.co.uk,+44 161 806 0420,help@00analysis1.co.uk,100.0
rainbow labs,www.rainbowlabs.co.uk,,support@rainbowlabs.co.uk,108.0
london medical laboratory / private coronavirus tests,www.privatecoronavirustests.com,+44 20 7183 3718,info@londonmedicallaboratory.co.uk,109.0
ace-thetix,testingservices.online,+44 20 7193 6318,covid@testingservices.online,110.0
coop pharmacy,www.cooppharmacy.coop,,bilston.pharmacyhub@midcounties.coop,115.2
abg covic ltd,abgcovic.com,+44 7434 885786,info@abgcovic.com,118.0
jace medical,jacemedical.co.uk,+44 7561 180683,testing@medchecks.ie,119.0
fit2fly24/7 ltd,www.fit2fly247.co.uk,+44 330 133 3856,customerservices@fit2fly247.co.uk,120.0
101 testing,,+44 20 3488 8434,admin@101testing.co.uk,128.0
a yct medlabs,yourcovidtests.co.uk,+44 7930 011007,info@yourcovidtests.co.uk,128.0
sirkka networks limited,www.sirkkanetworks.com,+44 330 088 1263,day2day8@sirkkaltd.com,128.0
alphabiolabs,www.alphabiolabs.co.uk,,covid@alphabiolabs.com,130.0
myhealthcare clinic,myhealthcareclinic.com,+44 20 7129 7908,coronatesting@myhealthcareclinic.com,135.0
covid19 checking,covid19checking.co.uk,+44 330 133 1516,info@covid19checking.co.uk,135.98
boots uk,www.boots.com,,boots.customercare_team@boots.co.uk,136.0
claret diagnostics ltd,www.privatecovidtests.co.uk,,customerservices@claretdiagnostics.coms.com,136.0
flysurance,www.flysurance.co.uk,+44 333 090 3165,info@flysurance.co.uk,136.0
myhealthchecked,myhealthchecked.com,+44 20 3365 2067,care@myhealthchecked.com,136.0
zoomdoc health,www.zoomdoc.com,,info@zoomdoc.com,138.0
proviris solutions,provirissolutions.com,,support@provirissolutions.com,139.98
citydoc medical limited,www.citydoc.org.uk,,support@citydoc.org.uk,144.99
3a covid testing limited,3acovidtesting.com,+44 20 3371 1008,info@3acovidtesting.com,145.0
@corona tests,www.coronatests.com,+44 121 820 5555,info@coronatests.com,145.0
01pcrtravel london,pcrtravel.co.uk,+44 20 3475 7050,info@pcrtravel.co.uk,149.0
1 stop covid shop,www.1stopcovidshop.com,+44 033282821,contact@1stopcovidshop.com,149.0
123 clinics,123clinics.co.uk,+44 121 817 0999,info@123clinics.co.uk,149.0
em analytical ltd,www.emanalytical.co.uk,+44 1625 813576,covid@emanalytical.co.uk,149.0
avante health private gp,www.avantetestcentre.co.uk,+44 333 006 9610,support@avantehealth.co.uk,150.0
"pct healthcare t/a peak pharmacy, manor pharmacy, cox-robinson pharmacy",www.peakpharmacy.co.uk,,pharmacy.online@pcthealthcare.com,150.0
yakub chemist,www.yakubchemist.co.uk,+44 116 251 2959,info@yakubchemist.co.uk,150.0
the travel health clinic,thetravelhealthclinic.co.uk,+44 7851 848773,cv19clinic@gmail.com,155.0
acorn occupational health ltd,,+44 1260 277797,covid@acornoh.co.uk,156.0
c19 testing,www.c19testing.co.uk,+44 20 3920 9012,support@c19testing.co.uk,169.0
candarin medical,candarinmedical.com,+44 7906 873581,sophia@candarinuk. com,169.0
1 covclinics,www.covclinics.co.uk,+44 161 529 5488,info@covclinics.co.uk,169.99
flow living medi-care services,www.flowmedicareservices.co.uk,,covidappointments@flowmedicareservices.co.uk,170.0
red 1 response,covid.red1response.com,,hello@red1response.com,178.0
global covid19 testing,globalcovid19testme.co.uk,+44 7484 712747,ussie@globalcovidtestme.co.uk,179.0
midland covid testing limited,mlandtestingkit.uk,,support@mlandtestingkit.uk,181.5
nutraceuticals laboratory london limited,nutraceuticalslondon.co.uk,,info@nutraceuticalslondon.co.uk,190.0
dorset private gp,www.dpgpcovidtesting.co.uk,,info@dpgpcovidtesting.co.uk,198.0
queen anne street medical centre,heartlungcentre.com,,enquiries@qasmc.com,198.0
project olive lindfield limited,projectolive.org,,nicola@projectolive.org,220.0
treated.com,www.treated.com,,customercare@treated.com,238.0
roc health services,rochealthservices.com,+44 1224 515254,covid19@rochealthservices.com,292.0
the mayfair gp,,+44 7568 369455,info@themayfairgp.com,675.0
