,company_name,company_link,company_number,company_email
1763,c & h esher limited (t/a central pharmacy),www.centralpharmacyesher.com,+44 1372 464007,covidtestbookings@candhesher.com
1764,digital health group ltd t/a pharma diagnostics,pcrdirect.co.uk,+44 20 8432 3309,support@pcrdirect.co.uk
1765,digital health group ltd t/a pharma diagnostics,pcrdirect.co.uk,+44 20 8432 3309,support@pcrdirect.co.uk
1766,dr wayne cottrell,,+44 20 3197 9100,contact@drwaynecottrell.com
1767,occupational health bristol,www.occupationalhealthbristol.co.uk,+44 117 332 5739,hello@occupationalhealthbristol.co.uk
1768,affinity health,www.affinityhealth.uk,+44 1473 351029,support@affinityhealth.uk
1769,duality health,www.dualityhealth.co.uk,+44 28 3083 3666,mail@dualityhealth.co.uk
1770,rb healthcare ltd,pharmadoctor.co.uk,+44 161 870 6546,info@cheshiretravelclinic.co.uk
1771,elite safety clinic,elitesafetyclinic.com,+44 7908 847341,info@elitesafetyclinic.com
1772,medical logistics,samedaycoronavirustests.com,+44 7843 988660,info@samedaycoronavirustests.com
1773,#nomad travel,www.nomadtravel.co.uk,+44 1902 943711,day2and8testing@nomadtravel.co.uk
1774,.001expert tms limited,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com
1775,.001my express testing,www.myexpresstesting.co.uk,+44 161 672 5190,enquiries@myexpresstesting.co.uk
1776,.expert doctors,www.expertdoctors.uk,+44 1274 270270,support@expertdoctors.uk
1777,001expert covid testing uk,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com
1778,00expert tms limited,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com
1779,01harleystreet,,+44 20 3886 1301,help@01harleystreet.co.uk
1780,100 covid clear,100covidclear.co.uk,,help@100covidclear.co.uk
1781,123 covid labs,,+44 113 521 7944,support@123labs.co.uk
1782,1affordabletest,1affordabletest.com,+44 20 3475 0940,travel@1affordabletest.com
1783,complete covid tests,completecovidtests.com,+44 771012817,contact@completecovidtests.com
1784,confirm testing limited,www.confirmtesting.com,+44 20 3870 3623,info@confirmtesting.com
1785,covid-19 travel clinic,www.covid19travelclinic.com,+44 7731 398122,contact@covid19travelclinic.com
1786,covid-19 travel clinic,www.covid19travelclinic.com,+44 7731 398122,contact@covid19travelclinic.com
1787,covid-19 travel clinic,www.covid19travelclinic.com,+44 7731 398122,contact@covid19travelclinic.com
1788,covid-19 travel clinic,www.covid19travelclinic.com,+44 7731 398122,contact@covid19travelclinic.com
1789,covid-19 travel clinic,covid19travelclinic.com,+44 205235632,contact@covid19travelclinic.com
1790,g16 covid testing,www.coronatest.co.uk,+44 20 3991 6493,arrivals@coronatest.co.uk
1791,g16 covid testing,www.coronatest.co.uk,+44 20 3991 6493,arrivals@coronatest.co.uk
1792,my express testing uk,www.myexpresstesting.co.uk,+44 161 672 5190,enquiries@myexpresstesting.co.uk
1793,1 stop covid shop,1stopcovidshop.com,+44 20 3642 2141,contact@1stopcovidshop.com
1794,ck doctors covid travel clinics,www.covidtravelclinics.com,,support@covidtravelclinics.com
1795,anglia dna services,covidfit2fly.com,,ttp@angliadna.co.uk
1796,.medical covid test,www.medicalcovidtest.com,+44 161 527 7960,support@medicalcovidtest.com
1797,118 testing,118testing.com,+44 20 3128 2728,contact@118testing.com
1798,118testing,118testing.com,+44 751012816,contact@118testing.com
1799,nomad travel,www.nomadtravel.co.uk,,day2and8testing@nomadtravel.co.uk
1800,uk health testing,ukhealthtesting.com,,covid@ukhealthtesting.com
1801,harley medic international,harleymedic.co.uk,,info@harleymedic.co.uk
1802,eurofins,www.eurofins.co.uk,,covid19administration@eurofins.co.uk
1803,expert medicals,www.expert-medicals.co.uk,,covid@expert-medicals.co.uk
1804,dante labs,www.dantelabs.co.uk,,contact@dantelabs.com
1805,andres pharmacy,pharmaelite.co.uk,,andrespharm261@hotmail.com
1806,labmedexpert limited,patient.labmedexpert.co.uk,,day2andday8@labmedexpert.co.uk
1807,nationwide pathology limited,nwp-online.co.uk,,
1808,brunswick hygiene,brunswickhygiene.com,,info@brunswickhygiene.com
1809,iqdoctor,www.iqdoctor.co.uk,,help@iqdoctor.co.uk
1810,a1 track&travel,,+44 333 335 5910,info@a1trackandtravel.co.uk
1811,testing for all,www.testingforall.org,,travel@testingforall.org
1812,1st class testing,1stclasstesting.co.uk,,info@1stclasstesting.co.uk
1813,i-gen testing limited,www.igentesting.co.uk,,info@igentesting.co.uk
1814,.004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4mdicaltesting.co.uk
1815,london covid testing,,+44 20 3488 8463,info@londoncovidtesting.com
1816,protein technologies ltd / rapiditydx,rapiditydx.com,,covidtesting@protein-technologies.com
1817,katalyst laboratories,katalysthealth.uk,,testing@wearekatalyst.com
1818,lifecrest ltd trading as (lifecrest medical laboratory),lifecrest.co.uk,,admin@lifecrest.co.uk
1819,1corporate covid tests,www.1corporatecovidtests.com,,1corporate@rightangled.co
1820,covid testing laboratories,covidtestinglaboratories.com,,orders@covidtestinglaboratories.com
1821,*everything genetic ltd,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidtestbookings@everythinggeneticltd.co.uk
1822,apollo testing,www.apollotesting.com,,support@apollotesting.com
1823,pcrtravel ltd london,pcrtravel.co.uk,,support@pcrtravel.co.uk
1824,peplobio,www.peplobio.co.uk,,info@peplobio.co.uk
1825,reading fit to fly/oxford road clinics ltd,www.readingfittofly.co.uk,,customerservice@readingfittofly.co.uk
1826,c-19 direct uk lab alliance by cambrige clinical laboratories & nonocus,c-19direct.com,,info@c-19direct.com
1827,private harley street clinic,privateharleystreetclinic.com,,info@privateharleystreetclinic.com
1828,the bridge clinic,please.use.email,,covid.check@outlook.com
1829,premier clinic ltd,www.premier-clinic.co.uk,,info@premier-clinic.co.uk
1830,minton treharne & davies laboratories limited,shop.minton.group,,c19support@minton.group
1831,roc private clinic,rocprivateclinic.com,+44 1225 515254,covid19@rochealthservices.com
1832,the health clinic by ar,www.healthclinicbyar.co.uk,,covid@healthclinicbyar.co.uk
1833,woodsetton pharmacy,,+44 1902 887501,woodsettonpharmacy1@gmail.com
1834,the health suite,thehealthsuite.co.uk,,info@thehealthsuite.co.uk
1835,the regenerative clinic,www.theregenerativeclinic.co.uk,,diagnostics@theregenerativeclinic.co.uk
1836,123tests.co.uk,123tests.co.uk,,support@123tests.co.uk
1837,247 travel tests,www.247traveltests.com,,info@247traveltests.com
1838,elements medical,,,covid-19travel@elements.org.uk
1839,midlands ultrasound and medical services,www.mums.me.uk,,administrator@mums.me.uk
1840,uk event medics ltd,www.ukeventmedics.net,,info@ukeventmedics.net
1841,your health first,yourhealthfirstltd.com,,info@yourhealthfirstltd.com
1842,klarity,klarity.health,,hello@getklarity.shop
1843,assuredscreening.com,www.assuredscreening.com,,enquiries@assuredscreening.com
1844,"cheltenham, worcester & west midlands travel clinics",raylanetravelclinics.co.uk,,covidtest@raylane.co.uk
1845,concepto clinic,conceptoclinic.co.uk,,support@conceptoclinic.co.uk
1846,family medics,www.srfoundation.co.uk,,family.medics@srfoundation.co.uk
1847,pall mall medical (manchester) limited,www.pallmallmedical.co.uk,,admin@pallmallmedical.co.uk
1848,audley pharmacy,,,covid@audleypharmacy.london
1849,mlp,www.mylondonpharmacy.co.uk,,info@londontest.co.uk
1850,scotnursing & medical services (snms),scotnursing.com,,info@scotnursing.com
1851,alexandru livinschi (t/a bai long ltd),covid19getatest.co.uk,+44 20 7520 9236,office@covid19getatest.co.uk
1852,dgc health ltd,www.dgchealth.com,,admin@dgchealth.com
1853,test for now,testfornow.co.uk,,info@testfornow.co.uk
1854,northway clinic,northwayclinic.co.uk,,info@northwayclinic.co.uk
1855,covguard,www.covguard.com,,info@covguard.com
1856,pharmesthetics ltd,www.samedayclinic.co.uk,,info@pharmesthetics.com
1857,pt diagnostics,,,testing@ptdiagnostics.co.uk
1858,national covid testing (klinical enterprises ltd),,,support@nationalcovidtesting.co.uk
1859,atropa blood clinic,,,fit2fly@atropabloodclinic.co.uk
1860,hawkes health,www.hawkeshealth.com,,covidtest@hawkeshealth.com
1861,new street pharmacy t/a the travel vaccine room,thetravelvaccineroom.co.uk,,info@thetravelvaccineroom.co.uk
1862,ukcovidtest,ukcovidtest.co.uk,,info@ukcovidtest.co.uk
1863,future healthcare ltd,www.futurehealthcare.uk,,testing@futurehealthcare.uk
1864,tac healthcare group,www.tachealthcaregroup.com,,c19@tachealthcare.com
1865,london medical laboratory / private coronavirus tests,www.privatecoronavirustests.com,,info@londonmedicallaboratory.co.uk
1866,mare st clinic,www.marestclinic.co.uk,,info@marestclinic.co.uk
1867,avante health ltd,www.avantetestcentre.co.uk,,support@avantehealth.co.uk
1868,gpdq ltd,www.gpdq.co.uk,,support@gpdq.co.uk
1869,hale clinic harley street,www.haleclinic.com,,info@haleclinic.com
1870,dochq.co.uk,dochq.co.uk,,covidtesthelp@dochq.co.uk
1871,lord's pharmacy,www.lordspharmacy.net,,info@lordspharmacy.net
1872,saunders pharmacy,fgsaunderspharmacy.co.uk,,customerservices@fgsaunderspharmacy.co.uk
1873,rb healthcare ltd,pharmadoctor.co.uk,,info@cheshiretravelclinic.co.uk
1874,med24 limited,www.med24.clinic,,covid-19@med24.clinic
1875,bansals pharmacy (southend on sea),bansalspharmacy.co.uk,,bansalspharmacyservices@gmail.com
1876,107 harley street,107harleystreet.co.uk,,covidtesting@107harleystreet.co.uk
1877,medical logistics,samedaycoronavirustests.com,,info@samedaycoronavirustests.com
1878,the hove practice,thehovepractice.co.uk,,reception@thehovepractice.co.uk
1879,visithealth limited,visithealth.london,,hello@visithealth.co.uk
1880,0044healthtesting,,+44 1228 112411,help@0044healthtesting.co.uk
1881,harper medical ltd,www.instituteofpreventativemedicine.com,+44 20 3150 3044,covid@iofpm.com
1882,00 harley medic international,www.harleymedic.co.uk,+44 330 390 3666,info@harleymedic.co.uk
1883,0001travelscreening,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidtestbookings@everythinggeneticltd.co.uk
1884,001aexpresstesting,www.myexpresstesting.co.uk,+44 161 672 5190,enquiries@myexpresstesting.co.uk
1885,0ptimized body & mind,optimizedbodyandmind.co.uk,+44 333 012 4214,info@optimizedbodyandmind.co.uk
1886,1 stop covid shop,1stopcovidshop.com,+44 202778657,contact@1stopcovidshop.com
1887,101 expert doctors,www.expertdoctors.uk,+44 1274 270270,support@expertdoctors.uk
1888,1st class testing ltd,1stclasstesting.co.uk,+44 20 3442 0280,info@1stclasstesting.co.uk
1889,@01a my express testing,www.myexpresstesting.co.uk,+44 161 672 5190,enquiries@myexpresstesting.co.uk
1890,g16 covid testing,www.coronatest.co.uk,+44 20 3991 6463,arrivals@coronatest.co.uk
1891,nomad,www.nomadtravel.co.uk,+44 1902 943711,day2and8testing@nomadtravel.co.uk
1892,pillhub-feltham pharmacy,pillhub.co.uk,+44 20 8064 1815,help@pillhub.co.uk 
1893,pcrtravel ltd london,pcrtravel.co.uk,+44 20 3475 7050,info@pcrtravel.co.uk
1894,the health clinic by ar limited,www.healthclinicbyar.co.uk,+44 1422 730022,covid@healthclinicbyar.co.uk
1895,covid testing laboratories,,+44 333 335 0227,orders@covidtesinglaboratories.com
1896,avery labs,www.averylabs.co.uk,+44 1422 416117,info@averylabs.co.uk
1897,kyl healthcare services limited t/as the honeybee private nurse clinic,kylhealthcareservices.co.uk,+44 7500 771425,info@kylhealthcareservices.com
1898,001 digital health group ltd t/a pharma diagnostics,pcrdirect.co.uk,+44 20 8432 3309,info@pharmadiagnostics.co.uk
1899,roc private clinic,rocprivateclinic.com,+44 1224 515254,covid19@rochealthservices.com
1900,1 harley medic international,www.harleymedic.co.uk,+44 330 390 3666,info@harleymedic.co.uk
1901,1 pcrtravel london,pcrtravel.co.uk,+44 20 3475 7050,info@pcrtravel.co.uk
1902,abbeycovidscreening,0001abbeycovidscreening.com,+44 1270 623179,covidtestbookings@everythinggeneticltd.co.uk
1903,corona-testing,www.corona-testing.com,+44 20 0262 6321,contact@corona-testing.com
1904,everythinggeneticlimited,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidtestbookings@everythinggeneticltd.co.uk
1905,expert covid testing uk,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com
1906,harleystreet,01harleystreet.co.uk,+44 20 3886 1301,help@01harleystreet.co.uk
1907,travel 19,www.travel19.co.uk,,hello@travel19.co.uk
1908,harley medic international,www.harleymedic.co.uk,+44 330 390 3666,info@harleymedic.co.uk
1909,covid testing laboratories,,+44 333 335 0227,orders@covidtestinglaboratories.com
1910,the health clinic by ar limited,,+44 1422 730022,covid@healthclinicbyar.co.uk
1911,express testing,www.myexpresstesting.co.uk,+44 161 672 5190,enquiries@myexpresstesting.co.uk
1912,calder pharmacy & medspa clinic notting hill,,+44 20 7034 0156,info@medspa.co.uk
1913,001 expert covid testing uk,www.expertcovidtestinguk.com,+44 1925 691542,enquiries@expertcovidtestinguk.com
1914,01st class testing,1stclasstesting.co.uk,+44 20 3442 0280,info@1stclasstesting.co.uk
1915,1 alpha express testing,www.001alphaexpresstesting.co.uk,+44 161 672 5190,enquiries@001alphaexpresstesting.co.uk
1916,1 st class testing,1stclasstesting.co.uk,+44 20 3442 0280,info@1stclasstesting.co.uk
1917,1 stop covid shop,www.1stopcovidshop.com,+44 201927381,contact@1stopcovidshop.com
1918,123covidtests,www.123tests.co.uk,+44 20 3148 2505,support@123tests.co.uk
1919,everything genetic limited,covidtests.everythinggeneticltd.co.uk,+44 1270 623179,covidsystembookings@everythinggeneticltd.co.uk
1920,quest medical,www.questmedical.co.uk,+44 141 648 7180,support@questmedical.co.uk
1921,uk covid test centre,www.covidtestcentre.net,+44 1224 608702,support@covidtestcentre.net
1922,uk testing arrival centre,arrivaltestcenter.com,+44 571627277,contact@arrivaltestcenter.com
1923,.004 medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk
1924,the bridge clinic,bridge-clinic.com,+44 1753 664139,covid.check@outlook.com
1925,iqdoctor,,+44 121 753 4928,help@iqdoctor.co.uk
1926,arrival diagnostics,www.arrivaldiagnostics.co.uk,+44 7565 251834,hello@arrivaldiagnostics.co.uk
1927,crown laboratories ltd,pysertesting.com,+44 7904 962101,info@crownlabs-uk.com
1928,epistem,,+44 161 541 2301,covid19@epistem.co.uk
1929,assured screening.com,,+44 7764 899076,enquiries@assuredscreening.com
1930,044 covid test,0044covidtest.com,+44 20 3950 3394,hello@0044covidtest.com
1931,medical testing,4medicaltesting.co.uk,+44 161 989 5333,info@4medicaltesting.co.uk
1932,assured screening.com,,,enquiries@assuredscreening.com
1933,covguard premium,www.covguard.com,+44 20 4513 4000,info@covguard.com
1934,00analysis1,00analysis1.co.uk,+44 161 806 0420,help@00analysis1.co.uk
1935,avante health private gp,www.avantetestcentre.co.uk,+44 7971 810448,support@avantehealth.co.uk
